Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/PlanDefinition-third-vaccinedose-antimicrobial-notpregnant-pd.json	52656	6	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	218	32	0	0	0	3	0	0
fsh-generated/resources/PlanDefinition-third-vaccinedose-antimicrobial-pregnant-pd.json	53957	6	0	0	0	0	0	0	1	22	0	0	0	0	0	0	0	0	0	0	228	32	0	0	0	4	0	1
fsh-generated/resources/PlanDefinition-third-vaccinedose-notpregnant-pd.json	52614	6	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0	0	216	31	0	0	0	4	0	0
fsh-generated/resources/PlanDefinition-third-vaccinedose-pregnant-pd.json	53915	5	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	1	0	0	224	21	0	0	0	3	0	0
fsh-generated/resources/Procedure-procedure-1.json	408	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-10.json	407	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-11.json	409	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-12.json	407	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	8	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-13.json	407	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-14.json	407	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-2.json	408	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-3.json	406	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-4.json	408	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-5.json	406	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-6.json	406	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-7.json	408	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-8.json	406	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0
fsh-generated/resources/Procedure-procedure-9.json	406	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0
